timestamp,open,high,low,close,volume
2025-01-04 08:00:00,92.07,92.63,91.27,91.9,4083
2025-01-04 09:00:00,91.9,93.03,91.13,92.18,4647
2025-01-04 10:00:00,92.18,93.75,91.7,93.37,264
2025-01-04 11:00:00,93.37,94.27,92.74,92.95,4377
2025-01-04 12:00:00,92.95,93.4,91.95,92.31,922
2025-01-04 13:00:00,92.31,92.41,91.48,91.9,1043
2025-01-04 14:00:00,91.9,93.55,91.22,92.64,4525
2025-01-04 15:00:00,92.64,93.08,92.02,92.9,874
2025-01-04 16:00:00,92.9,93.29,92.05,92.48,2298
2025-01-04 17:00:00,92.48,93.84,91.49,92.89,3256
2025-01-04 18:00:00,92.89,93.92,92.24,92.96,4342
2025-01-04 19:00:00,92.96,94.35,92.65,93.74,3795
2025-01-04 20:00:00,93.74,94.41,92.99,93.18,3552
2025-01-04 21:00:00,93.18,93.68,92.68,92.91,1014
2025-01-04 22:00:00,92.91,93.28,92.28,92.6,1408
2025-01-04 23:00:00,92.6,93.0,91.19,91.43,4277
2025-01-05 00:00:00,91.43,92.37,91.16,91.67,613
2025-01-05 01:00:00,91.67,92.65,91.31,91.88,2020
2025-01-05 02:00:00,91.88,92.69,91.62,91.88,3694
2025-01-05 03:00:00,91.88,92.69,90.79,91.69,4941
2025-01-05 04:00:00,91.69,91.87,90.39,90.56,1509
2025-01-05 05:00:00,90.56,91.1,89.65,90.22,4902
2025-01-05 06:00:00,90.22,90.38,89.48,89.95,4666
2025-01-05 07:00:00,89.95,90.54,88.32,89.31,3290
2025-01-05 08:00:00,89.31,89.8,88.98,89.18,4591
2025-01-05 09:00:00,89.18,90.4,88.72,89.5,1655
2025-01-05 10:00:00,89.5,91.43,88.53,91.01,904
2025-01-05 11:00:00,91.01,91.36,90.13,91.15,1379
2025-01-05 12:00:00,91.15,91.59,90.31,91.36,3677
2025-01-05 13:00:00,91.36,92.14,90.96,91.3,3001
2025-01-05 14:00:00,91.3,91.95,89.51,89.76,1487
2025-01-05 15:00:00,89.76,89.95,89.04,89.74,4788
2025-01-05 16:00:00,89.74,89.96,88.8,89.79,2861
2025-01-05 17:00:00,89.79,92.49,89.19,91.76,2779
2025-01-05 18:00:00,91.76,91.92,90.99,91.61,2206
2025-01-05 19:00:00,91.61,92.69,91.25,91.85,4323
2025-01-05 20:00:00,91.85,92.58,91.03,91.82,4931
2025-01-05 21:00:00,91.82,91.99,90.62,90.88,2868
2025-01-05 22:00:00,90.88,91.97,90.49,91.8,4053
2025-01-05 23:00:00,91.8,93.39,91.32,92.4,3286
2025-01-06 00:00:00,92.4,93.47,91.84,93.03,3380
2025-01-06 01:00:00,93.03,93.47,91.99,92.31,2673
2025-01-06 02:00:00,92.31,94.26,92.1,93.43,4716
2025-01-06 03:00:00,93.43,94.38,91.66,92.31,2699
2025-01-06 04:00:00,92.31,93.76,91.95,92.78,4133
2025-01-06 05:00:00,92.78,95.31,92.15,94.53,336
2025-01-06 06:00:00,94.53,94.97,93.5,93.74,1404
2025-01-06 07:00:00,93.74,93.91,92.75,93.28,3530
2025-01-06 08:00:00,93.28,94.16,92.7,93.36,1401
2025-01-06 09:00:00,93.36,93.96,92.81,92.96,2641
2025-01-06 10:00:00,92.96,93.44,91.32,91.72,2151
2025-01-06 11:00:00,91.72,92.69,91.5,91.77,541
2025-01-06 12:00:00,91.77,91.97,90.77,90.92,2176
2025-01-06 13:00:00,90.92,91.85,89.93,91.3,3280
2025-01-06 14:00:00,91.3,91.41,90.18,90.57,2757
2025-01-06 15:00:00,90.57,92.33,89.74,91.81,3898
2025-01-06 16:00:00,91.81,91.96,90.85,91.18,904
2025-01-06 17:00:00,91.18,91.39,90.21,90.92,174
2025-01-06 18:00:00,90.92,91.78,90.14,91.57,2275
2025-01-06 19:00:00,91.57,92.26,89.95,90.59,4024
2025-01-06 20:00:00,90.59,91.54,90.06,90.77,2189
2025-01-06 21:00:00,90.77,92.44,90.3,91.82,140
2025-01-06 22:00:00,91.82,92.78,90.12,90.53,2181
2025-01-06 23:00:00,90.53,91.12,89.59,90.68,4783
2025-01-07 00:00:00,90.68,91.24,89.83,90.89,1722
2025-01-07 01:00:00,90.89,92.39,89.92,91.51,441
2025-01-07 02:00:00,91.51,91.81,90.31,90.52,4152
2025-01-07 03:00:00,90.52,91.49,88.71,89.47,2174
2025-01-07 04:00:00,89.47,89.99,88.52,89.88,745
2025-01-07 05:00:00,89.88,91.09,89.62,90.12,4926
2025-01-07 06:00:00,90.12,90.46,89.96,90.32,4363
2025-01-07 07:00:00,90.32,91.5,89.55,90.6,709
2025-01-07 08:00:00,90.6,91.17,89.44,90.05,554
2025-01-07 09:00:00,90.05,91.23,89.2,90.24,3053
2025-01-07 10:00:00,90.24,90.64,90.01,90.47,1808
2025-01-07 11:00:00,90.47,91.07,89.09,89.9,3572
2025-01-07 12:00:00,89.9,92.37,89.62,91.4,3069
2025-01-07 13:00:00,91.4,92.35,91.15,91.77,3128
2025-01-07 14:00:00,91.77,92.44,90.57,90.82,4897
2025-01-07 15:00:00,90.82,92.07,89.99,91.35,2781
2025-01-07 16:00:00,91.35,91.86,89.87,90.57,3729
2025-01-07 17:00:00,90.57,91.86,90.0,91.2,4325
2025-01-07 18:00:00,91.2,92.75,90.77,92.12,3167
2025-01-07 19:00:00,92.12,93.03,90.58,91.47,1486
2025-01-07 20:00:00,91.47,92.38,91.01,92.24,3876
2025-01-07 21:00:00,92.24,92.92,91.4,92.57,2966
2025-01-07 22:00:00,92.57,94.18,92.07,93.23,4888
2025-01-07 23:00:00,93.23,95.64,92.79,94.74,3463
2025-01-08 00:00:00,94.74,95.25,94.03,94.55,4989
2025-01-08 01:00:00,94.55,95.21,93.57,93.94,4224
2025-01-08 02:00:00,93.94,94.29,92.46,93.23,248
2025-01-08 03:00:00,93.23,93.5,92.03,92.58,3950
2025-01-08 04:00:00,92.58,93.1,92.21,92.52,2158
2025-01-08 05:00:00,92.52,93.21,91.61,92.79,1236
2025-01-08 06:00:00,92.79,93.64,92.35,93.01,286
2025-01-08 07:00:00,93.01,93.84,92.42,93.67,2954
2025-01-08 08:00:00,93.67,94.66,92.76,93.68,1350
2025-01-08 09:00:00,93.68,95.83,93.02,94.85,1433
2025-01-08 10:00:00,94.85,95.58,94.43,94.64,4293
2025-01-08 11:00:00,94.64,97.39,93.69,96.81,4250
2025-01-08 12:00:00,96.81,97.69,96.15,97.31,2811
2025-01-08 13:00:00,97.31,98.14,96.23,96.63,4953
2025-01-08 14:00:00,96.63,97.34,95.54,95.77,4601
2025-01-08 15:00:00,95.77,96.4,94.96,96.16,1885
2025-01-08 16:00:00,96.16,97.08,95.32,95.98,850
2025-01-08 17:00:00,95.98,97.39,95.4,96.55,1862
2025-01-08 18:00:00,96.55,97.88,95.64,96.93,4020
2025-01-08 19:00:00,96.93,97.68,96.06,96.87,4560
2025-01-08 20:00:00,96.87,97.52,95.95,96.19,581
2025-01-08 21:00:00,96.19,96.67,94.6,94.98,253
2025-01-08 22:00:00,94.98,95.92,94.3,94.62,1624
2025-01-08 23:00:00,94.62,96.19,93.85,95.31,2220
2025-01-09 00:00:00,95.31,95.62,95.18,95.48,2443
2025-01-09 01:00:00,95.48,95.6,93.87,94.48,1340
2025-01-09 02:00:00,94.48,95.06,93.7,94.62,160
2025-01-09 03:00:00,94.62,95.76,93.73,94.93,1038
2025-01-09 04:00:00,94.93,95.92,93.81,94.22,1739
2025-01-09 05:00:00,94.22,94.58,93.38,94.34,4220
2025-01-09 06:00:00,94.34,95.03,94.14,94.39,4326
2025-01-09 07:00:00,94.39,94.83,92.61,93.48,3669
2025-01-09 08:00:00,93.48,94.74,93.26,93.76,1352
2025-01-09 09:00:00,93.76,95.07,93.31,94.21,4303
2025-01-09 10:00:00,94.21,95.93,93.39,95.08,271
2025-01-09 11:00:00,95.08,96.44,94.84,95.92,1558
2025-01-09 12:00:00,95.92,96.39,94.51,94.82,3649
2025-01-09 13:00:00,94.82,95.16,93.32,94.07,4297
2025-01-09 14:00:00,94.07,94.63,93.32,94.48,2422
2025-01-09 15:00:00,94.48,95.77,93.8,94.89,1736
2025-01-09 16:00:00,94.89,96.14,94.17,95.3,3215
2025-01-09 17:00:00,95.3,99.39,94.72,98.39,4190
2025-01-09 18:00:00,98.39,99.84,98.06,98.84,3104
2025-01-09 19:00:00,98.84,100.35,98.43,99.75,429
2025-01-09 20:00:00,99.75,101.31,99.49,100.51,3740
2025-01-09 21:00:00,100.51,101.99,99.6,101.04,3994
2025-01-09 22:00:00,101.04,101.9,100.16,100.78,4207
2025-01-09 23:00:00,100.78,101.71,100.32,101.39,1441
2025-01-10 00:00:00,101.39,101.9,100.26,100.77,3763
2025-01-10 01:00:00,100.77,100.99,99.63,100.58,315
2025-01-10 02:00:00,100.58,101.54,99.96,100.19,438
2025-01-10 03:00:00,100.19,100.91,99.57,100.26,4162
2025-01-10 04:00:00,100.26,102.42,99.7,102.11,2808
2025-01-10 05:00:00,102.11,102.82,99.97,100.62,3252
2025-01-10 06:00:00,100.62,101.82,100.5,101.17,1850
2025-01-10 07:00:00,101.17,101.59,98.99,99.88,2521
2025-01-10 08:00:00,99.88,100.08,98.56,99.5,809
2025-01-10 09:00:00,99.5,101.07,98.89,100.37,3826
2025-01-10 10:00:00,100.37,100.99,99.64,100.42,3742
2025-01-10 11:00:00,100.42,101.22,98.63,99.56,4093
2025-01-10 12:00:00,99.56,100.13,98.25,98.99,588
2025-01-10 13:00:00,98.99,100.4,98.75,99.53,146
2025-01-10 14:00:00,99.53,100.13,98.33,98.95,3459
2025-01-10 15:00:00,98.95,99.72,98.3,99.12,4973
2025-01-10 16:00:00,99.12,100.05,98.64,99.16,4906
2025-01-10 17:00:00,99.16,99.62,97.87,98.63,500
2025-01-10 18:00:00,98.63,100.57,97.69,100.35,4090
2025-01-10 19:00:00,100.35,100.98,99.42,100.86,3257
2025-01-10 20:00:00,100.86,101.64,98.73,99.24,4445
2025-01-10 21:00:00,99.24,100.04,99.04,99.39,490
2025-01-10 22:00:00,99.39,100.12,97.87,98.86,3953
2025-01-10 23:00:00,98.86,99.83,98.0,99.54,4530
2025-01-11 00:00:00,99.54,99.76,98.69,98.9,728
2025-01-11 01:00:00,98.9,99.02,97.88,98.81,4332
2025-01-11 02:00:00,98.81,99.63,97.93,99.22,3030
2025-01-11 03:00:00,99.22,100.54,98.65,99.91,1621
2025-01-11 04:00:00,99.91,100.36,98.32,98.95,926
2025-01-11 05:00:00,98.95,99.44,98.22,98.68,4922
2025-01-11 06:00:00,98.68,99.6,98.15,98.3,1600
2025-01-11 07:00:00,98.3,98.72,97.38,97.78,3394
2025-01-11 08:00:00,97.78,99.75,96.96,99.19,2519
2025-01-11 09:00:00,99.19,100.32,99.09,99.52,1034
